"","nct_id","study_type","study_type_n","phase","phase_n","condition_type","condition_type_n","intervention_type","arms","groups","enrollment","enrollment_n","start_date","start_date_yr","completion_date","completion_date_yr","duration","duration_n","study_first_posted","study_first_posted_yr","start_to_nct","status","status_n","status_new","published","published_n","sponsor","sponsor_type","sponsor_type_n","sponsor_num","zip_code","city","state","latitude","longitude","country_num","country","country_n"
"1178","NCT00820573","Interventional",1,"Phase 4",7,"Diabetes",3,"Drug",4,NA,16,"<=50","2009-10-01","2009","2012-10-01","2012",3.00068446269678,"2-5 years","2009-01-01","2009",-0.747433264887064,"Completed",3,"Completed","No",2,"The University of Texas Health Science Center at San Antonio","Other",4,"1",78207,"San Antonio","TX",29.423932,-98.5235,1,"US",1
"1179","NCT00820807","Interventional",1,"N/A",8,"Other",4,"Other",3,NA,60,"50-100","2009-01-01","2009","2009-06-01","2009",0.413415468856947,"<= 1 year","2009-01-01","2009",0,"Terminated",9,"Other","Yes",1,"Cargill","Industry",1,"1",40213,"Louisville","KY",38.186126,-85.71304,1,"US",1
"1180","NCT00821795","Interventional",1,"Phase 4",7,"Type 2",2,"Drug",2,NA,120,"100-1,000","2009-02-01","2009",NA,NA,NA,NA,"2009-01-01","2009",-0.0848733744010951,"Completed",3,"Completed","No",2,"Dennis G. Karounos, M.D.","US Fed",3,"2",40502,"Lexington","KY",38.017219,-84.4859,1,"US",1
"1181","NCT00821977","Interventional",1,"Phase 2/Phase 3",5,"Type 2",2,"Drug",3,NA,338,"100-1,000","2008-11-01","2008","2010-10-01","2010",1.91375770020534,"1-2 years","2009-01-01","2009",0.167008898015058,"Completed",3,"Completed","No",2,"Novartis","Industry",1,"1",35128,"Pell City","AL",33.561597,-86.30285,8,"US",1
"1182","NCT00822471","Interventional",1,"N/A",8,"Diabetes",3,"Behavioral",1,NA,360,"100-1,000","2003-01-01","2003","2005-07-01","2005",2.49691991786448,"2-5 years","2009-01-01","2009",6.00136892539357,"Completed",3,"Completed","No",2,"Medstar Health Research Institute","Other",4,"5+",20010,"Washington","DC",38.933311,-77.02929,1,"US",1
"1183","NCT00823680","Interventional",1,"Phase 2",4,"Type 2",2,"Drug",5,NA,110,"100-1,000","2009-04-01","2009","2009-08-01","2009",0.334017796030116,"<= 1 year","2009-01-01","2009",-0.246406570841889,"Completed",3,"Completed","No",2,"Hoffmann-La Roche","Industry",1,"1",91911,"Chula Vista","CA",32.608799,-117.0607,3,"US",1
"1184","NCT00823940","Interventional",1,"Phase 1",2,"Type 2",2,"Drug",4,NA,42,"<=50","2009-01-01","2009","2009-04-01","2009",0.246406570841889,"<= 1 year","2009-01-01","2009",0,"Completed",3,"Completed","No",2,"GlaxoSmithKline","Industry",1,"1",55404,"Minneapolis","MN",44.963365,-93.26179,1,"US",1
"1185","NCT00823992","Interventional",1,"Phase 3",6,"Type 2",2,"Drug",2,NA,305,"100-1,000","2009-01-01","2009","2010-05-01","2010",1.32785763175907,"1-2 years","2009-01-01","2009",0,"Completed",3,"Completed","No",2,"Hoffmann-La Roche","Industry",1,"1",92203,"Indio","CA",33.75307,-116.24688,10,"US",1
"1186","NCT00824395","Observational",2,NA,NA,"Type 1",1,NA,NA,2,500,"100-1,000","2006-01-01","2006","2010-11-01","2010",4.83230663928816,"2-5 years","2009-01-01","2009",3.00068446269678,"Unknown status",10,"Other","No",2,"University of California, Irvine","Other",4,"2",92697,"Irvine","CA",33.640302,-117.769442,1,"US",1
"1187","NCT00824603","Observational",2,NA,NA,"Diabetes",3,NA,NA,1,294,"100-1,000","2006-06-01","2006","2009-08-01","2009",3.16769336071184,"2-5 years","2009-01-01","2009",2.58726899383984,"Completed",3,"Completed","No",2,"HealthPartners Institute","Other",4,"5+",55416,"Minneapolis","MN",44.946664,-93.34215,1,"US",1
"1188","NCT00824694","Interventional",1,"N/A",8,"Type 2",2,"Other",2,NA,348,"100-1,000","2009-03-01","2009","2010-05-01","2010",1.16632443531828,"1-2 years","2009-01-01","2009",-0.161533196440794,"Completed",3,"Completed","No",2,"Biomedical Research Institute of New Mexico","Other",4,"4",85012,"Phoenix","AZ",33.505251,-112.0703,1,"US",1
"1189","NCT00826007","Observational",2,NA,NA,"Diabetes",3,NA,NA,1,587,"100-1,000","2009-01-01","2009","2011-07-01","2011",2.49418206707734,"2-5 years","2009-01-01","2009",0,"Completed",3,"Completed","No",2,"William Beaumont Hospitals","Other",4,"2",48073,"Royal Oak","MI",42.518635,-83.16357,1,"US",1
"1190","NCT00826904","Observational",2,NA,NA,"Other",4,NA,NA,2,40,"<=50","2007-10-01","2007","2018-12-01","2018",11.1676933607118,"10+ years","2009-01-01","2009",1.2539356605065,"Active, not recruiting",1,"Active, not recruiting","No",2,"University of Colorado, Denver","Other",4,"2",80045,"Aurora","CO",39.746736,-104.838361,1,"US",1
"1191","NCT00827710","Interventional",1,"N/A",8,"Diabetes",3,"Behavioral",4,NA,5457,"5,000-10,000","2007-12-01","2007","2009-05-01","2009",1.4154688569473,"1-2 years","2009-01-01","2009",1.08692676249144,"Completed",3,"Completed","No",2,"Denver Health and Hospital Authority","Other",4,"2",80204,"Denver","CO",39.734686,-105.01966,1,"US",1
"1192","NCT00829062","Interventional",1,"N/A",8,"Type 1",1,"Device",1,NA,0,"<=50","2009-01-01","2009","2010-07-01","2010",1.49486652977413,"1-2 years","2009-01-01","2009",0,"Withdrawn",11,"Other","Yes",1,"Children's Mercy Hospital Kansas City","Other",4,"1",64108,"Kansas City","MO",39.084554,-94.58296,1,"US",1
"1193","NCT00829296","Interventional",1,"Phase 2/Phase 3",5,"Other",4,"Drug",2,NA,70,"50-100","2009-01-01","2009","2013-04-01","2013",4.24640657084189,"2-5 years","2009-01-01","2009",0,"Completed",3,"Completed","No",2,"University of Chicago","Other",4,"2",60637,"Chicago","IL",41.779384,-87.60544,1,"US",1
"1194","NCT00829699","Interventional",1,"Early Phase 1",1,"Type 2",2,"Procedure",4,NA,31,"<=50","2009-07-01","2009","2014-04-01","2014",4.7501711156742,"2-5 years","2009-01-01","2009",-0.49555099247091,"Completed",3,"Completed","No",2,"University of Maryland","Other",4,"2",21201,"Baltimore","MD",39.295306,-76.62118,1,"US",1
"1195","NCT00831129","Interventional",1,"Phase 2/Phase 3",5,"Other",4,"Drug",2,NA,53,"50-100","2006-09-01","2006","2011-04-01","2011",4.58042436687201,"2-5 years","2009-01-01","2009",2.33538672142368,"Completed",3,"Completed","No",2,"University of Chicago","Other",4,"2",60637,"Chicago","IL",41.779384,-87.60544,1,"US",1
"1196","NCT00831194","Interventional",1,"N/A",8,"Other",4,"Behavioral",1,NA,70,"50-100","2009-03-01","2009","2012-07-01","2012",3.3347022587269,"2-5 years","2009-01-01","2009",-0.161533196440794,"Completed",3,"Completed","No",2,"Johns Hopkins Bloomberg School of Public Health","Other",4,"2",21205,"Baltimore","MD",39.301157,-76.57478,1,"US",1
"1197","NCT00831389","Interventional",1,"N/A",8,"Type 1",1,"Device",2,NA,13,"<=50","2009-01-01","2009","2010-11-01","2010",1.83162217659138,"1-2 years","2009-01-01","2009",0,"Completed",3,"Completed","No",2,"Medtronic Diabetes","Industry",1,"2",6519,"New Haven","CT",41.295197,-72.93673,1,"US",1
"1198","NCT00831779","Interventional",1,"Phase 2",4,"Type 2",2,"Drug",2,NA,116,"100-1,000","2009-04-01","2009","2010-08-01","2010",1.33333333333333,"1-2 years","2009-01-01","2009",-0.246406570841889,"Completed",3,"Completed","No",2,"AstraZeneca","Industry",1,"2",92161,"San Diego","CA",32.871846,-117.229119,1,"US",1
"1199","NCT00833677","Interventional",1,"N/A",8,"Type 2",2,"Behavioral",1,NA,148,"100-1,000","2009-02-01","2009","2013-03-01","2013",4.0766598220397,"2-5 years","2009-02-01","2009",0,"Completed",3,"Completed","Yes",1,"University of California, San Francisco","Other",4,"5+",94143,"San Francisco","CA",37.76313,-122.458582,1,"US",1
"1200","NCT00833716","Interventional",1,"Phase 1",2,"Diabetes",3,"Drug",1,NA,62,"50-100","2009-02-01","2009","2010-07-01","2010",1.40999315537303,"1-2 years","2009-02-01","2009",0,"Completed",3,"Completed","No",2,"Novo Nordisk A/S","Industry",1,"1",33014,"Hialeah","FL",25.902172,-80.30732,1,"US",1
"1201","NCT00833846","Observational",2,NA,NA,"Other",4,NA,NA,NA,18,"<=50","2009-01-01","2009","2011-10-01","2011",2.7460643394935,"2-5 years","2009-02-01","2009",0.0848733744010951,"Completed",3,"Completed","Yes",1,"NHLBI","NIH",2,"1",20892,"Bethesda","MD",39.002375,-77.10341,1,"US",1
"1202","NCT00835861","Interventional",1,"Phase 2",4,"Diabetes",3,"Drug",2,NA,31,"<=50","2008-08-01","2008","2010-04-01","2010",1.66461327857632,"1-2 years","2009-02-01","2009",0.503764544832307,"Completed",3,"Completed","No",2,"University of North Carolina, Chapel Hill","Other",4,"2",27599,"Chapel Hill","NC",36.05251,-79.107692,1,"US",1
"1203","NCT00836329","Interventional",1,"Phase 3",6,"Diabetes",3,"Behavioral",2,NA,133,"100-1,000","2008-12-01","2008","2014-05-01","2014",5.41273100616016,"5-10 years","2009-02-01","2009",0.16974674880219,"Completed",3,"Completed","No",2,"NHLBI","NIH",2,"1",27057,NA,NA,NA,NA,1,"US",1
"1204","NCT00837512","Interventional",1,"Phase 2/Phase 3",5,"Type 1",1,"Device",2,NA,16,"<=50","2008-09-01","2008","2013-07-01","2013",4.82956878850103,"2-5 years","2009-02-01","2009",0.418891170431211,"Completed",3,"Completed","No",2,"Emory University","Other",4,"2",30322,"Atlanta","GA",33.793754,-84.3238,1,"US",1
"1205","NCT00837590","Interventional",1,"N/A",8,"Other",4,"Drug",3,NA,14,"<=50","2009-03-01","2009","2010-08-01","2010",1.41820670773443,"1-2 years","2009-02-01","2009",-0.0766598220396988,"Completed",3,"Completed","No",2,"Indiana University","Other",4,"1",46202,"Indianapolis","IN",39.782842,-86.15673,1,"US",1
"1206","NCT00837759","Interventional",1,"Phase 2",4,"Type 1",1,"Drug",1,NA,7,"<=50","2009-02-01","2009","2011-03-01","2011",2.07529089664613,"2-5 years","2009-02-01","2009",0,"Terminated",9,"Other","Yes",1,"NIDDK","NIH",2,"1",20892,"Bethesda","MD",39.002375,-77.10341,1,"US",1
"1207","NCT00838344","Interventional",1,"N/A",8,"Other",4,"Other",2,NA,240,"100-1,000","2008-04-01","2008","2010-06-01","2010",2.16563997262149,"2-5 years","2009-02-01","2009",0.837782340862423,"Unknown status",10,"Other","No",2,"University of Washington","Other",4,"2",98195,"Seattle","WA",47.432251,-121.803388,1,"US",1
"1208","NCT00838903","Interventional",1,"Phase 3",6,"Type 2",2,"Biological",4,NA,1049,"1,000-5,000","2009-02-01","2009","2013-04-01","2013",4.16153319644079,"2-5 years","2009-02-01","2009",0,"Completed",3,"Completed","No",2,"GlaxoSmithKline","Industry",1,"1",35235,"Birmingham","AL",33.609779,-86.65507,11,"US",1
"1209","NCT00838916","Interventional",1,"Phase 3",6,"Type 2",2,"Biological",2,NA,779,"100-1,000","2009-02-01","2009","2013-05-01","2013",4.24366872005476,"2-5 years","2009-02-01","2009",0,"Completed",3,"Completed","No",2,"GlaxoSmithKline","Industry",1,"1",35007,"Alabaster","AL",33.232422,-86.80871,4,"US",1
"1210","NCT00839527","Interventional",1,"Phase 3",6,"Type 2",2,"Drug",3,NA,685,"100-1,000","2009-02-01","2009","2013-04-01","2013",4.16153319644079,"2-5 years","2009-02-01","2009",0,"Completed",3,"Completed","No",2,"GlaxoSmithKline","Industry",1,"1",35007,"Alabaster","AL",33.232422,-86.80871,9,"US",1
"1211","NCT00839683","Interventional",1,"Phase 1",2,"Type 2",2,"Drug",5,NA,24,"<=50","2009-02-01","2009","2009-03-01","2009",0.0766598220396988,"<= 1 year","2009-02-01","2009",0,"Completed",3,"Completed","No",2,"AstraZeneca","Industry",1,"2",7753,"Neptune","NJ",40.208945,-74.05261,1,"US",1
"1212","NCT00840307","Observational",2,NA,NA,"Other",4,NA,NA,1,20,"<=50","2008-08-01","2008","2012-12-01","2012",4.33401779603012,"2-5 years","2009-02-01","2009",0.503764544832307,"Completed",3,"Completed","No",2,"University of Texas Southwestern Medical Center","Other",4,"2",75390,"Dallas","TX",32.767268,-96.777626,1,"US",1
"1213","NCT00841919","Interventional",1,"Phase 4",7,"Type 2",2,"Drug",2,NA,60,"50-100","2006-12-01","2006","2009-06-01","2009",2.49965776865161,"2-5 years","2009-02-01","2009",2.17111567419576,"Completed",3,"Completed","No",2,"John H. Stroger Hospital","Other",4,"2",60612,"Chicago","IL",41.880682,-87.6877,1,"US",1
"1214","NCT00842010","Observational",2,NA,NA,"Diabetes",3,NA,NA,3,600,"100-1,000","2006-03-01","2006","2008-12-01","2008",2.75427789185489,"2-5 years","2009-02-01","2009",2.92402464065708,"Completed",3,"Completed","No",2,"John H. Stroger Hospital","Other",4,"1",60612,"Chicago","IL",41.880682,-87.6877,1,"US",1
"1215","NCT00842075","Interventional",1,"N/A",8,"Type 1",1,"Drug",2,NA,10,"<=50","2006-12-01","2006","2009-12-01","2009",3.00068446269678,"2-5 years","2009-02-01","2009",2.17111567419576,"Completed",3,"Completed","No",2,"University of Colorado, Denver","Other",4,"2",80010,"Aurora","CO",39.739387,-104.8621,1,"US",1
"1216","NCT00842556","Interventional",1,"Phase 1",2,"Type 2",2,"Drug",5,NA,18,"<=50","2009-03-01","2009","2009-05-01","2009",0.167008898015058,"<= 1 year","2009-02-01","2009",-0.0766598220396988,"Completed",3,"Completed","No",2,"AstraZeneca","Industry",1,"2",78744,"Austin","TX",30.188377,-97.74038,1,"US",1
"1217","NCT00844090","Interventional",1,"N/A",8,"Other",4,"Drug",2,NA,106,"100-1,000","2009-07-01","2009","2012-10-01","2012",3.25256673511294,"2-5 years","2009-02-01","2009",-0.410677618069815,"Completed",3,"Completed","No",2,"VA Office of Research and Development","US Fed",3,"1",68105,"Omaha","NE",41.240854,-95.96383,1,"US",1
"1218","NCT00845130","Interventional",1,"N/A",8,"Type 2",2,"Biological",2,NA,42,"<=50","2009-09-01","2009","2017-12-01","2017",8.24914442162902,"5-10 years","2009-02-01","2009",-0.580424366872005,"Active, not recruiting",1,"Active, not recruiting","No",2,"In-Young Choi, Ph.D.","Other",4,"1",66160,"Kansas City","KS",39.096551,-94.749538,1,"US",1
"1219","NCT00845182","Interventional",1,"Phase 4",7,"Type 2",2,"Drug",3,NA,43,"<=50","2007-06-01","2007","2010-07-01","2010",3.08281998631075,"2-5 years","2009-02-01","2009",1.67282683093771,"Completed",3,"Completed","No",2,"The University of Texas Health Science Center at San Antonio","Other",4,"1",78229,"San Antonio","TX",29.499454,-98.57166,1,"US",1
"1220","NCT00845858","Interventional",1,"Phase 2",4,"Other",4,"Drug",3,NA,287,"100-1,000","2009-04-01","2009","2011-12-01","2011",2.66666666666667,"2-5 years","2009-02-01","2009",-0.161533196440794,"Completed",3,"Completed","No",2,"Evoke Pharma","Industry",1,"1",36305,"Dothan","AL",31.214832,-85.47402,1,"US",1
"1221","NCT00845897","Interventional",1,"N/A",8,"Diabetes",3,"Drug",3,NA,17,"<=50","2005-03-01","2005","2010-03-01","2010",4.99931553730322,"2-5 years","2009-02-01","2009",3.9233401779603,"Completed",3,"Completed","No",2,"Washington University School of Medicine","Other",4,"2",63108,"Saint Louis","MO",38.646201,-90.25435,1,"US",1
"1222","NCT00846638","Interventional",1,"Phase 3",6,"Other",4,"Behavioral",2,NA,611,"100-1,000","2005-01-01","2005","2009-05-01","2009",4.32854209445585,"2-5 years","2009-02-01","2009",4.08487337440109,"Completed",3,"Completed","No",2,"Brigham and Women's Hospital","Other",4,"3",2115,"Boston","MA",42.34308,-71.09268,1,"US",1
"1223","NCT00847327","Interventional",1,"N/A",8,"Type 1",1,"Behavioral",2,NA,134,"100-1,000","2008-04-01","2008","2013-08-01","2013",5.33333333333333,"5-10 years","2009-02-01","2009",0.837782340862423,"Completed",3,"Completed","No",2,"NIDDK","NIH",2,"3",20010,"Washington","DC",38.933311,-77.02929,1,"US",1
"1224","NCT00848315","Interventional",1,"Phase 2",4,"Type 2",2,"Behavioral",2,NA,252,"100-1,000","2004-07-01","2004","2008-07-01","2008",4,"2-5 years","2009-02-01","2009",4.5886379192334,"Completed",3,"Completed","No",2,"University of Massachusetts, Worcester","Other",4,"1",1103,"Springfield","MA",42.103294,-72.59112,1,"US",1
"1225","NCT00848705","Interventional",1,"Early Phase 1",1,"Type 1",1,"Behavioral",2,NA,72,"50-100","2007-10-01","2007","2009-05-01","2009",1.58247775496235,"1-2 years","2009-02-01","2009",1.3388090349076,"Completed",3,"Completed","No",2,"NIDDK","NIH",2,"1",37240,"Nashville","TN",36.186605,-86.785248,1,"US",1
"1226","NCT00848757","Interventional",1,"N/A",8,"Type 2",2,"Behavioral",2,NA,130,"100-1,000","2009-03-01","2009","2014-07-01","2014",5.33333333333333,"5-10 years","2009-02-01","2009",-0.0766598220396988,"Completed",3,"Completed","No",2,"Yale University","Other",4,"2",6513,"New Haven","CT",41.315797,-72.8803,1,"US",1
"1227","NCT00848822","Observational",2,NA,NA,"Type 1",1,NA,NA,1,50,"<=50","2009-02-01","2009","2010-07-01","2010",1.40999315537303,"1-2 years","2009-02-01","2009",0,"Completed",3,"Completed","Yes",1,"University of Arizona","Other",4,"1",85724,"Tucson","AZ",32.240571,-110.944343,1,"US",1
"1228","NCT00849017","Interventional",1,"Phase 3",6,"Type 2",2,"Biological",3,NA,309,"100-1,000","2009-01-01","2009","2013-02-01","2013",4.08487337440109,"2-5 years","2009-02-01","2009",0.0848733744010951,"Completed",3,"Completed","No",2,"GlaxoSmithKline","Industry",1,"1",35007,"Alabaster","AL",33.232422,-86.80871,3,"US",1
"1229","NCT00849056","Interventional",1,"Phase 3",6,"Type 2",2,"Biological",2,NA,310,"100-1,000","2009-01-01","2009","2013-01-01","2013",4,"2-5 years","2009-02-01","2009",0.0848733744010951,"Completed",3,"Completed","No",2,"GlaxoSmithKline","Industry",1,"1",35007,"Alabaster","AL",33.232422,-86.80871,6,"US",1
"1230","NCT00849563","Interventional",1,"N/A",8,"Type 2",2,"Other",3,NA,450,"100-1,000","2009-04-01","2009","2013-06-01","2013",4.16700889801506,"2-5 years","2009-02-01","2009",-0.161533196440794,"Completed",3,"Completed","No",2,"Duke University","Other",4,"2",27705,"Durham","NC",36.015992,-78.95911,1,"US",1
"1231","NCT00849849","Observational",2,NA,NA,"Type 2",2,NA,NA,1,214,"100-1,000","2011-07-01","2011","2013-12-01","2013",2.42026009582478,"2-5 years","2009-02-01","2009",-2.40930869267625,"Completed",3,"Completed","No",2,"Woman's","Other",4,"1",70815,"Baton Rouge","LA",30.45514,-91.06358,1,"US",1
"1232","NCT00850096","Interventional",1,"Phase 2",4,"Type 2",2,"Other",2,NA,94,"50-100","2009-01-01","2009","2010-03-01","2010",1.16084873374401,"1-2 years","2009-02-01","2009",0.0848733744010951,"Completed",3,"Completed","No",2,"CPEX Pharmaceuticals Inc.","Industry",1,"1",85225,"Chandler","AZ",33.316349,-111.83064,1,"US",1
"1233","NCT00850135","Interventional",1,"Phase 1/Phase 2",3,"Other",4,"Device",1,NA,57,"50-100","2009-02-01","2009","2015-09-01","2015",6.57905544147844,"5-10 years","2009-02-01","2009",0,"Completed",3,"Completed","No",2,"Stanford University","Other",4,"2",95128,"San Jose","CA",37.316983,-121.93555,1,"US",1
"1234","NCT00850239","Interventional",1,"Phase 3",6,"Type 2",2,"Drug",2,NA,700,"100-1,000","2009-05-01","2009","2010-12-01","2010",1.58521560574949,"1-2 years","2009-02-01","2009",-0.243668720054757,"Terminated",9,"Other","No",2,"Phenomix","Industry",1,"2",NA,NA,NA,NA,NA,7,"US",1
"1235","NCT00851019","Interventional",1,"N/A",8,"Type 2",2,"Behavioral",2,NA,76,"50-100","2009-02-01","2009","2012-07-01","2012",3.4113620807666,"2-5 years","2009-02-01","2009",0,"Completed",3,"Completed","No",2,"Charles Drew University of Medicine and Science","Other",4,"2",90059,"Los Angeles","CA",33.927471,-118.24778,1,"US",1
"1236","NCT00851201","Interventional",1,"N/A",8,"Other",4,"Behavioral",2,NA,360,"100-1,000","2009-08-01","2009","2013-04-01","2013",3.66598220396988,"2-5 years","2009-02-01","2009",-0.49555099247091,"Completed",3,"Completed","Yes",1,"NIDDK","NIH",2,"2",10461,"Bronx","NY",40.842917,-73.83819,1,"US",1
"1237","NCT00851903","Interventional",1,"Phase 3",6,"Type 2",2,"Drug",1,NA,112,"100-1,000","2009-06-01","2009","2011-09-01","2011",2.25051334702259,"2-5 years","2009-02-01","2009",-0.328542094455852,"Completed",3,"Completed","No",2,"Sanofi","Industry",1,"1",8807,"Bridgewater","NJ",40.588097,-74.62253,16,"US",1
"1238","NCT00853151","Interventional",1,"Phase 1",2,"Type 2",2,"Drug",4,NA,131,"100-1,000","2009-02-01","2009","2010-05-01","2010",1.24298425735797,"1-2 years","2009-03-01","2009",0.0766598220396988,"Completed",3,"Completed","No",2,"Eli Lilly and Company","Industry",1,"2",35242,"Birmingham","AL",33.409582,-86.69684,2,"US",1
"1239","NCT00853801","Interventional",1,"N/A",8,"Other",4,"Behavioral",1,NA,112,"100-1,000","2006-02-01","2006","2010-12-01","2010",4.82956878850103,"2-5 years","2009-03-01","2009",3.07734428473648,"Completed",3,"Completed","No",2,"John H. Stroger Hospital","Other",4,"1",60612,"Chicago","IL",41.880682,-87.6877,1,"US",1
"1240","NCT00854594","Interventional",1,"N/A",8,"Diabetes",3,"Behavioral",2,NA,117,"100-1,000","2010-09-01","2010","2013-09-01","2013",3.00068446269678,"2-5 years","2009-03-01","2009",-1.50308008213552,"Completed",3,"Completed","No",2,"VA Office of Research and Development","US Fed",3,"3",44106,"Cleveland","OH",41.507751,-81.60883,1,"US",1
"1241","NCT00855010","Interventional",1,"N/A",8,"Other",4,"Drug",2,NA,42,"<=50","2009-02-01","2009","2013-12-01","2013",4.82956878850103,"2-5 years","2009-03-01","2009",0.0766598220396988,"Completed",3,"Completed","No",2,"University of Texas Southwestern Medical Center","Other",4,"2",75390,"Dallas","TX",32.767268,-96.777626,1,"US",1
"1242","NCT00855439","Interventional",1,"N/A",8,"Type 2",2,"Drug",2,NA,46,"<=50","2008-06-01","2008","2014-05-01","2014",5.91375770020534,"5-10 years","2009-03-01","2009",0.747433264887064,"Completed",3,"Completed","No",2,"University of Michigan","Other",4,"3",48109,"Ann Arbor","MI",42.291637,-83.71831,1,"US",1
"1243","NCT00856284","Interventional",1,"Phase 3",6,"Type 2",2,"Drug",3,NA,2639,"1,000-5,000","2009-03-01","2009","2012-10-01","2012",3.58658453114305,"2-5 years","2009-03-01","2009",0,"Completed",3,"Completed","No",2,"Takeda","Industry",1,"1",NA,NA,NA,NA,NA,32,"US",1
"1244","NCT00856908","Interventional",1,"Phase 2",4,"Type 2",2,"Drug",2,NA,20,"<=50","2009-02-01","2009","2009-08-01","2009",0.49555099247091,"<= 1 year","2009-03-01","2009",0.0766598220396988,"Completed",3,"Completed","No",2,"AstraZeneca","Industry",1,"1",NA,NA,NA,NA,NA,1,"US",1
"1245","NCT00856986","Interventional",1,"Phase 3",6,"Diabetes",3,"Drug",5,NA,987,"100-1,000","2009-03-01","2009","2010-11-01","2010",1.67008898015058,"1-2 years","2009-03-01","2009",0,"Completed",3,"Completed","No",2,"Novo Nordisk A/S","Industry",1,"1",35010,"Alexander City","AL",32.903432,-85.92669,10,"US",1
"1246","NCT00858273","Interventional",1,"N/A",8,"Type 1",1,"Dietary Supplement",2,NA,40,"<=50","2008-03-01","2008","2011-08-01","2011",3.41683778234086,"2-5 years","2009-03-01","2009",0.999315537303217,"Completed",3,"Completed","No",2,"Nemours Children's Clinic","Other",4,"2",32207,"Jacksonville","FL",30.294389,-81.6374,1,"US",1
"1247","NCT00858897","Interventional",1,"N/A",8,"Type 1",1,"Other",2,NA,10,"<=50","2007-06-01","2007","2009-02-01","2009",1.67282683093771,"1-2 years","2009-03-01","2009",1.74948665297741,"Completed",3,"Completed","No",2,"Nemours Children's Clinic","Other",4,"2",32207,"Jacksonville","FL",30.294389,-81.6374,1,"US",1
"1248","NCT00859755","Interventional",1,"Phase 1",2,"Type 2",2,"Drug",2,NA,41,"<=50","2009-03-01","2009",NA,NA,NA,NA,"2009-03-01","2009",0,"Completed",3,"Completed","No",2,"Array BioPharma","Industry",1,"1",91911,"Chula Vista","CA",32.608799,-117.0607,1,"US",1
"1249","NCT00859898","Interventional",1,"Phase 3",6,"Type 2",2,"Drug",3,NA,1093,"1,000-5,000","2009-04-01","2009","2010-05-01","2010",1.08145106091718,"1-2 years","2009-03-01","2009",-0.0848733744010951,"Completed",3,"Completed","No",2,"AstraZeneca","Industry",1,"2",36360,"Ozark","AL",31.447119,-85.62908,6,"US",1
"1250","NCT00862602","Interventional",1,"N/A",8,"Diabetes",3,"Behavioral",2,NA,60,"50-100","2009-07-01","2009","2010-11-01","2010",1.33607118412047,"1-2 years","2009-03-01","2009",-0.334017796030116,"Completed",3,"Completed","No",2,"University of Michigan","Other",4,"2",48109,"Ann Arbor","MI",42.291637,-83.71831,1,"US",1
"1251","NCT00862849","Interventional",1,"Phase 1",2,"Diabetes",3,"Drug",1,NA,22,"<=50","2009-03-01","2009","2009-08-01","2009",0.418891170431211,"<= 1 year","2009-03-01","2009",0,"Completed",3,"Completed","No",2,"Halozyme Therapeutics","Industry",1,"1",91911,"Chula Vista","CA",32.608799,-117.0607,1,"US",1
"1252","NCT00863954","Interventional",1,"Phase 1",2,"Type 2",2,"Device",6,NA,60,"50-100","2009-01-01","2009","2009-11-01","2009",0.832306639288159,"<= 1 year","2009-03-01","2009",0.161533196440794,"Completed",3,"Completed","No",2,"pico-tesla Magnetic Therapies, LLC","Industry",1,"1",80120,"Littleton","CO",39.599687,-105.00658,1,"US",1
"1253","NCT00865124","Interventional",1,"N/A",8,"Type 2",2,"Drug",3,NA,69,"50-100","2008-09-01","2008","2014-05-01","2014",5.66187542778919,"5-10 years","2009-03-01","2009",0.49555099247091,"Completed",3,"Completed","No",2,"Brigham and Women's Hospital","Other",4,"3",2115,"Boston","MA",42.34308,-71.09268,1,"US",1
"1254","NCT00865345","Interventional",1,"N/A",8,"Diabetes",3,"Device",1,NA,63,"50-100","2009-03-01","2009","2010-01-01","2010",0.837782340862423,"<= 1 year","2009-03-01","2009",0,"Completed",3,"Completed","No",2,"Medtronic Diabetes","Industry",1,"1",92026,"Escondido","CA",33.181543,-117.11136,1,"US",1
"1255","NCT00865592","Interventional",1,"Phase 3",6,"Type 2",2,"Drug",1,NA,450,"100-1,000","2009-03-01","2009","2011-03-01","2011",1.99863107460643,"1-2 years","2009-03-01","2009",0,"Terminated",9,"Other","No",2,"Phenomix","Industry",1,"2",NA,NA,NA,NA,NA,8,"US",1
"1256","NCT00867386","Observational",2,NA,NA,"Type 1",1,NA,NA,1,7,"<=50","2006-12-01","2006","2013-10-01","2013",6.83367556468172,"5-10 years","2009-03-01","2009",2.24777549623546,"Completed",3,"Completed","No",2,"Northwestern University","Other",4,"1",60611,"Chicago","IL",41.904667,-87.62504,1,"US",1
"1257","NCT00867425","Interventional",1,"N/A",8,"Other",4,"Behavioral",1,NA,30,"<=50","2009-04-01","2009","2010-03-01","2010",0.914442162902122,"<= 1 year","2009-03-01","2009",-0.0848733744010951,"Completed",3,"Completed","Yes",1,"University of Pittsburgh","Other",4,"2",78236,"San Antonio","TX",29.389767,-98.61251,1,"US",1
"1258","NCT00869076","Interventional",1,"Phase 4",7,"Diabetes",3,"Other",2,NA,102,"100-1,000","2006-05-01","2006","2007-12-01","2007",1.58521560574949,"1-2 years","2009-03-01","2009",2.83367556468172,"Completed",3,"Completed","No",2,"Advantage Health Physician Network","Other",4,"5+",49503,"Grand Rapids","MI",42.964176,-85.65885,1,"US",1
